Vehicle_ID,Location_ID,Date_ID,Battery_ID,Charging_ID,Units_Sold,Price_USD,Market_Share_pct
V017,L001,D0001,B010,CH004,10,66000,2.06
V017,L002,D0001,B010,CH004,11,97600,1.62
V017,L003,D0001,B010,CH004,11,81700,2.01
V017,L004,D0001,B010,CH004,17,94900,2.56
V017,L005,D0001,B010,CH004,10,99700,1.47
V017,L006,D0001,B010,CH004,10,95300,1.56
V017,L007,D0001,B010,CH004,11,99600,1.49
V017,L008,D0001,B010,CH004,12,95200,1.8
V017,L009,D0001,B010,CH004,10,100300,1.5
V017,L010,D0001,B010,CH004,14,89900,2.24
V018,L001,D0001,B004,CH002,19,22500,3.91
V018,L002,D0001,B004,CH002,29,33600,4.28
V018,L003,D0001,B004,CH002,28,26700,5.11
V018,L004,D0001,B004,CH002,34,34400,5.11
V018,L005,D0001,B004,CH002,35,34800,5.14
V018,L006,D0001,B004,CH002,33,32000,5.15
V018,L007,D0001,B004,CH002,32,33700,4.33
V018,L008,D0001,B004,CH002,29,35300,4.36
V018,L009,D0001,B004,CH002,25,33500,3.76
V018,L010,D0001,B004,CH002,26,32200,4.15
V019,L001,D0001,B005,CH002,13,29400,2.67
V019,L002,D0001,B005,CH002,15,43300,2.21
V019,L003,D0001,B005,CH002,8,36400,1.46
V019,L004,D0001,B005,CH002,26,45800,3.91
V019,L005,D0001,B005,CH002,20,42800,2.94
V019,L006,D0001,B005,CH002,16,43400,2.5
V019,L007,D0001,B005,CH002,20,43200,2.71
V019,L008,D0001,B005,CH002,20,46100,3.01
V019,L009,D0001,B005,CH002,16,40100,2.41
V019,L010,D0001,B005,CH002,16,42800,2.56
V020,L001,D0001,B003,CH002,29,27100,5.97
V020,L002,D0001,B003,CH002,36,38900,5.31
V020,L003,D0001,B003,CH002,34,30900,6.2
V020,L004,D0001,B003,CH002,40,38000,6.02
V020,L005,D0001,B003,CH002,41,37500,6.02
V020,L006,D0001,B003,CH002,42,39000,6.55
V020,L007,D0001,B003,CH002,52,41100,7.04
V020,L008,D0001,B003,CH002,43,41000,6.47
V020,L009,D0001,B003,CH002,43,39000,6.47
V020,L010,D0001,B003,CH002,39,36100,6.23
V001,L001,D0002,B004,CH004,36,31100,7.66
V001,L002,D0002,B004,CH004,52,43700,8.2
V001,L003,D0002,B004,CH004,53,33500,9.35
V001,L004,D0002,B004,CH004,62,43600,8.52
V001,L005,D0002,B004,CH004,61,44700,9.27
V001,L006,D0002,B004,CH004,51,40600,7.62
V001,L007,D0002,B004,CH004,51,43500,7.3
V001,L008,D0002,B004,CH004,53,42500,7.65
V001,L009,D0002,B004,CH004,44,41300,6.75
V001,L010,D0002,B004,CH004,64,39400,9.74
V002,L001,D0002,B006,CH004,38,33300,8.09
V002,L002,D0002,B006,CH004,51,45600,8.04
V002,L003,D0002,B006,CH004,37,39400,6.53
V002,L004,D0002,B006,CH004,61,50400,8.38
V002,L005,D0002,B006,CH004,53,51800,8.05
V002,L006,D0002,B006,CH004,42,46200,6.28
V002,L007,D0002,B006,CH004,51,50900,7.3
V002,L008,D0002,B006,CH004,44,49500,6.35
V002,L009,D0002,B006,CH004,48,48300,7.36
V002,L010,D0002,B006,CH004,57,46200,8.68
V003,L001,D0002,B003,CH003,26,22800,5.53
V003,L002,D0002,B003,CH003,39,30700,6.15
V003,L003,D0002,B003,CH003,34,25200,6.0
V003,L004,D0002,B003,CH003,51,32000,7.01
V003,L005,D0002,B003,CH003,33,31600,5.02
V003,L006,D0002,B003,CH003,53,30700,7.92
V003,L007,D0002,B003,CH003,41,33000,5.87
V003,L008,D0002,B003,CH003,43,30900,6.2
V003,L009,D0002,B003,CH003,39,29300,5.98
V003,L010,D0002,B003,CH003,41,30400,6.24
V004,L001,D0002,B006,CH004,33,31300,7.02
V004,L002,D0002,B006,CH004,47,39500,7.41
V004,L003,D0002,B006,CH004,38,35000,6.7
V004,L004,D0002,B006,CH004,57,41900,7.83
V004,L005,D0002,B006,CH004,43,41600,6.53
V004,L006,D0002,B006,CH004,42,39700,6.28
V004,L007,D0002,B006,CH004,48,46900,6.87
V004,L008,D0002,B006,CH004,41,42700,5.92
V004,L009,D0002,B006,CH004,39,43300,5.98
V004,L010,D0002,B006,CH004,35,38800,5.33
V005,L001,D0002,B007,CH004,33,36300,7.02
V005,L002,D0002,B007,CH004,38,49500,5.99
V005,L003,D0002,B007,CH004,37,40300,6.53
V005,L004,D0002,B007,CH004,50,48700,6.87
V005,L005,D0002,B007,CH004,36,51800,5.47
V005,L006,D0002,B007,CH004,38,47500,5.68
V005,L007,D0002,B007,CH004,50,52900,7.15
V005,L008,D0002,B007,CH004,39,48100,5.63
V005,L009,D0002,B007,CH004,50,49700,7.67
V005,L010,D0002,B007,CH004,42,47000,6.39
V006,L001,D0002,B003,CH003,25,25000,5.32
V006,L002,D0002,B003,CH003,28,35500,4.42
V006,L003,D0002,B003,CH003,40,27600,7.05
V006,L004,D0002,B003,CH003,42,35400,5.77
V006,L005,D0002,B003,CH003,35,37100,5.32
V006,L006,D0002,B003,CH003,45,36000,6.73
V006,L007,D0002,B003,CH003,37,35900,5.29
V006,L008,D0002,B003,CH003,35,36900,5.05
V006,L009,D0002,B003,CH003,41,36000,6.29
V006,L010,D0002,B003,CH003,34,32400,5.18
V007,L001,D0002,B007,CH004,22,33600,4.68
V007,L002,D0002,B007,CH004,41,47200,6.47
V007,L003,D0002,B007,CH004,25,36000,4.41
V007,L004,D0002,B007,CH004,34,47200,4.67
V007,L005,D0002,B007,CH004,39,46200,5.93
V007,L006,D0002,B007,CH004,33,45800,4.93
V007,L007,D0002,B007,CH004,48,47900,6.87
V007,L008,D0002,B007,CH004,41,47300,5.92
V007,L009,D0002,B007,CH004,46,45800,7.06
V007,L010,D0002,B007,CH004,54,44300,8.22
V008,L001,D0002,B002,CH003,19,16000,4.04
V008,L002,D0002,B002,CH003,32,22800,5.05
V008,L003,D0002,B002,CH003,29,17600,5.11
V008,L004,D0002,B002,CH003,39,23300,5.36
V008,L005,D0002,B002,CH003,31,21900,4.71
V008,L006,D0002,B002,CH003,30,21500,4.48
V008,L007,D0002,B002,CH003,34,23700,4.86
V008,L008,D0002,B002,CH003,56,21900,8.08
V008,L009,D0002,B002,CH003,38,22300,5.83
V008,L010,D0002,B002,CH003,34,20300,5.18
V009,L001,D0002,B003,CH003,14,21200,2.98
V009,L002,D0002,B003,CH003,31,30600,4.89
V009,L003,D0002,B003,CH003,24,24100,4.23
V009,L004,D0002,B003,CH003,30,30600,4.12
V009,L005,D0002,B003,CH003,28,32000,4.26
V009,L006,D0002,B003,CH003,28,28500,4.19
V009,L007,D0002,B003,CH003,33,33500,4.72
V009,L008,D0002,B003,CH003,38,29400,5.48
V009,L009,D0002,B003,CH003,24,28600,3.68
V009,L010,D0002,B003,CH003,23,30600,3.5
V010,L001,D0002,B007,CH004,27,43600,5.74
V010,L002,D0002,B007,CH004,25,57200,3.94
V010,L003,D0002,B007,CH004,17,47600,3.0
V010,L004,D0002,B007,CH004,22,63400,3.02
V010,L005,D0002,B007,CH004,30,62100,4.56
V010,L006,D0002,B007,CH004,21,61400,3.14
V010,L007,D0002,B007,CH004,29,65900,4.15
V010,L008,D0002,B007,CH004,37,61200,5.34
V010,L009,D0002,B007,CH004,22,62800,3.37
V010,L010,D0002,B007,CH004,25,62200,3.81
V011,L001,D0002,B005,CH003,19,39400,4.04
V011,L002,D0002,B005,CH003,18,57600,2.84
V011,L003,D0002,B005,CH003,19,44100,3.35
V011,L004,D0002,B005,CH003,19,59800,2.61
V011,L005,D0002,B005,CH003,24,56600,3.65
V011,L006,D0002,B005,CH003,24,56900,3.59
V011,L007,D0002,B005,CH003,23,58100,3.29
V011,L008,D0002,B005,CH003,23,57300,3.32
V011,L009,D0002,B005,CH003,20,52900,3.07
V011,L010,D0002,B005,CH003,18,54800,2.74
V012,L001,D0002,B006,CH003,25,32500,5.32
V012,L002,D0002,B006,CH003,29,47500,4.57
V012,L003,D0002,B006,CH003,39,34900,6.88
V012,L004,D0002,B006,CH003,27,47000,3.71
V012,L005,D0002,B006,CH003,41,45400,6.23
V012,L006,D0002,B006,CH003,27,46500,4.04
V012,L007,D0002,B006,CH003,37,47000,5.29
V012,L008,D0002,B006,CH003,29,48000,4.18
V012,L009,D0002,B006,CH003,39,44000,5.98
V012,L010,D0002,B006,CH003,29,43900,4.41
V013,L001,D0002,B001,CH002,24,23200,5.11
V013,L002,D0002,B001,CH002,30,30600,4.73
V013,L003,D0002,B001,CH002,34,25100,6.0
V013,L004,D0002,B001,CH002,39,34200,5.36
V013,L005,D0002,B001,CH002,29,32000,4.41
V013,L006,D0002,B001,CH002,37,30200,5.53
V013,L007,D0002,B001,CH002,24,33900,3.43
V013,L008,D0002,B001,CH002,37,34100,5.34
V013,L009,D0002,B001,CH002,29,32000,4.45
V013,L010,D0002,B001,CH002,28,32600,4.26
V014,L001,D0002,B004,CH003,22,30000,4.68
V014,L002,D0002,B004,CH003,20,40900,3.15
V014,L003,D0002,B004,CH003,25,32900,4.41
V014,L004,D0002,B004,CH003,27,39300,3.71
V014,L005,D0002,B004,CH003,26,42600,3.95
V014,L006,D0002,B004,CH003,29,41100,4.33
V014,L007,D0002,B004,CH003,33,40700,4.72
V014,L008,D0002,B004,CH003,28,44000,4.04
V014,L009,D0002,B004,CH003,31,40600,4.75
V014,L010,D0002,B004,CH003,33,40500,5.02
V015,L001,D0002,B002,CH004,18,26000,3.83
V015,L002,D0002,B002,CH004,25,36900,3.94
V015,L003,D0002,B002,CH004,13,28600,2.29
V015,L004,D0002,B002,CH004,26,38900,3.57
V015,L005,D0002,B002,CH004,25,35700,3.8
V015,L006,D0002,B002,CH004,32,33800,4.78
V015,L007,D0002,B002,CH004,30,39000,4.29
V015,L008,D0002,B002,CH004,27,35500,3.9
V015,L009,D0002,B002,CH004,19,36700,2.91
V015,L010,D0002,B002,CH004,18,34000,2.74
V016,L001,D0002,B008,CH004,20,36000,4.26
V016,L002,D0002,B008,CH004,36,53600,5.68
V016,L003,D0002,B008,CH004,32,44500,5.64
V016,L004,D0002,B008,CH004,32,54900,4.4
V016,L005,D0002,B008,CH004,26,52100,3.95
V016,L006,D0002,B008,CH004,34,51000,5.08
V016,L007,D0002,B008,CH004,32,59300,4.58
V016,L008,D0002,B008,CH004,29,57300,4.18
V016,L009,D0002,B008,CH004,31,50000,4.75
V016,L010,D0002,B008,CH004,27,48000,4.11
V017,L001,D0002,B010,CH004,6,70300,1.28
V017,L002,D0002,B010,CH004,12,91700,1.89
V017,L003,D0002,B010,CH004,5,82400,0.88
V017,L004,D0002,B010,CH004,9,92900,1.24
V017,L005,D0002,B010,CH004,11,96500,1.67
V017,L006,D0002,B010,CH004,10,94100,1.49
V017,L007,D0002,B010,CH004,13,107500,1.86
V017,L008,D0002,B010,CH004,13,99500,1.88
V017,L009,D0002,B010,CH004,6,97900,0.92
V017,L010,D0002,B010,CH004,7,89400,1.07
V018,L001,D0002,B004,CH002,20,22600,4.26
V018,L002,D0002,B004,CH002,27,32700,4.26
V018,L003,D0002,B004,CH002,22,26000,3.88
V018,L004,D0002,B004,CH002,47,32700,6.46
V018,L005,D0002,B004,CH002,27,32900,4.1
V018,L006,D0002,B004,CH002,24,32200,3.59
V018,L007,D0002,B004,CH002,41,36400,5.87
V018,L008,D0002,B004,CH002,26,33900,3.75
V018,L009,D0002,B004,CH002,27,33500,4.14
V018,L010,D0002,B004,CH002,28,33100,4.26
V019,L001,D0002,B005,CH002,18,30400,3.83
V019,L002,D0002,B005,CH002,16,41400,2.52
V019,L003,D0002,B005,CH002,21,32600,3.7
V019,L004,D0002,B005,CH002,17,43700,2.34
V019,L005,D0002,B005,CH002,17,41500,2.58
V019,L006,D0002,B005,CH002,20,42900,2.99
V019,L007,D0002,B005,CH002,18,46700,2.58
V019,L008,D0002,B005,CH002,11,41600,1.59
V019,L009,D0002,B005,CH002,16,43600,2.45
V019,L010,D0002,B005,CH002,22,41900,3.35
V020,L001,D0002,B003,CH002,25,28000,5.32
V020,L002,D0002,B003,CH002,37,38000,5.84
V020,L003,D0002,B003,CH002,23,32700,4.06
V020,L004,D0002,B003,CH002,37,38500,5.08
V020,L005,D0002,B003,CH002,43,37400,6.53
V020,L006,D0002,B003,CH002,49,38800,7.32
V020,L007,D0002,B003,CH002,26,39300,3.72
V020,L008,D0002,B003,CH002,43,38500,6.2
V020,L009,D0002,B003,CH002,43,38900,6.6
V020,L010,D0002,B003,CH002,38,36000,5.78
V001,L001,D0003,B004,CH004,48,30500,9.28
V001,L002,D0003,B004,CH004,50,43900,6.96
V001,L003,D0003,B004,CH004,34,34300,6.23
V001,L004,D0003,B004,CH004,62,41600,8.62
V001,L005,D0003,B004,CH004,58,43100,8.52
V001,L006,D0003,B004,CH004,45,41500,7.32
V001,L007,D0003,B004,CH004,64,47700,8.76
V001,L008,D0003,B004,CH004,49,43300,6.81
V001,L009,D0003,B004,CH004,44,39700,6.04
V001,L010,D0003,B004,CH004,54,40100,7.64
V002,L001,D0003,B006,CH004,37,32600,7.16
V002,L002,D0003,B006,CH004,55,50500,7.66
V002,L003,D0003,B006,CH004,42,41600,7.69
V002,L004,D0003,B006,CH004,47,51300,6.54
V002,L005,D0003,B006,CH004,58,48400,8.52
V002,L006,D0003,B006,CH004,41,46200,6.67
V002,L007,D0003,B006,CH004,54,49000,7.39
V002,L008,D0003,B006,CH004,47,48100,6.53
V002,L009,D0003,B006,CH004,58,46300,7.96
V002,L010,D0003,B006,CH004,49,44800,6.93
V003,L001,D0003,B003,CH003,44,22800,8.51
V003,L002,D0003,B003,CH003,56,31300,7.8
V003,L003,D0003,B003,CH003,39,24700,7.14
V003,L004,D0003,B003,CH003,57,29200,7.93
V003,L005,D0003,B003,CH003,60,31600,8.81
V003,L006,D0003,B003,CH003,48,28800,7.8
V003,L007,D0003,B003,CH003,42,34100,5.75
V003,L008,D0003,B003,CH003,52,29400,7.22
V003,L009,D0003,B003,CH003,49,30800,6.72
V003,L010,D0003,B003,CH003,44,30300,6.22
V004,L001,D0003,B006,CH004,28,30300,5.42
V004,L002,D0003,B006,CH004,41,40000,5.71
V004,L003,D0003,B006,CH004,31,36300,5.68
V004,L004,D0003,B006,CH004,63,41300,8.76
V004,L005,D0003,B006,CH004,51,45100,7.49
V004,L006,D0003,B006,CH004,48,42000,7.8
V004,L007,D0003,B006,CH004,53,47500,7.25
V004,L008,D0003,B006,CH004,42,41700,5.83
V004,L009,D0003,B006,CH004,51,44400,7.0
V004,L010,D0003,B006,CH004,42,40400,5.94
V005,L001,D0003,B007,CH004,28,33400,5.42
V005,L002,D0003,B007,CH004,41,47500,5.71
V005,L003,D0003,B007,CH004,25,37100,4.58
V005,L004,D0003,B007,CH004,50,51700,6.95
V005,L005,D0003,B007,CH004,47,51500,6.9
V005,L006,D0003,B007,CH004,40,45000,6.5
V005,L007,D0003,B007,CH004,57,53000,7.8
V005,L008,D0003,B007,CH004,47,49100,6.53
V005,L009,D0003,B007,CH004,44,49400,6.04
V005,L010,D0003,B007,CH004,51,47100,7.21
V006,L001,D0003,B003,CH003,34,26300,6.58
V006,L002,D0003,B003,CH003,45,34300,6.27
V006,L003,D0003,B003,CH003,31,28100,5.68
V006,L004,D0003,B003,CH003,43,36800,5.98
V006,L005,D0003,B003,CH003,27,34200,3.96
V006,L006,D0003,B003,CH003,36,36100,5.85
V006,L007,D0003,B003,CH003,55,37100,7.52
V006,L008,D0003,B003,CH003,33,35000,4.58
V006,L009,D0003,B003,CH003,47,35100,6.45
V006,L010,D0003,B003,CH003,33,32600,4.67
V007,L001,D0003,B007,CH004,27,31400,5.22
V007,L002,D0003,B007,CH004,42,45000,5.85
V007,L003,D0003,B007,CH004,36,37400,6.59
V007,L004,D0003,B007,CH004,35,47700,4.87
V007,L005,D0003,B007,CH004,43,44400,6.31
V007,L006,D0003,B007,CH004,27,43600,4.39
V007,L007,D0003,B007,CH004,43,47500,5.88
V007,L008,D0003,B007,CH004,39,46900,5.42
V007,L009,D0003,B007,CH004,37,46400,5.08
V007,L010,D0003,B007,CH004,45,46300,6.36
V008,L001,D0003,B002,CH003,33,16400,6.38
V008,L002,D0003,B002,CH003,50,22800,6.96
V008,L003,D0003,B002,CH003,30,17000,5.49
V008,L004,D0003,B002,CH003,27,22700,3.76
V008,L005,D0003,B002,CH003,34,23500,4.99
V008,L006,D0003,B002,CH003,28,20400,4.55
V008,L007,D0003,B002,CH003,35,22400,4.79
V008,L008,D0003,B002,CH003,39,23600,5.42
V008,L009,D0003,B002,CH003,45,21700,6.17
V008,L010,D0003,B002,CH003,41,21900,5.8
V009,L001,D0003,B003,CH003,18,22800,3.48
V009,L002,D0003,B003,CH003,36,29500,5.01
V009,L003,D0003,B003,CH003,37,25900,6.78
V009,L004,D0003,B003,CH003,26,32700,3.62
V009,L005,D0003,B003,CH003,32,32300,4.7
V009,L006,D0003,B003,CH003,25,27900,4.07
V009,L007,D0003,B003,CH003,30,30700,4.1
V009,L008,D0003,B003,CH003,33,32200,4.58
V009,L009,D0003,B003,CH003,35,29200,4.8
V009,L010,D0003,B003,CH003,35,30500,4.95
V010,L001,D0003,B007,CH004,18,42700,3.48
V010,L002,D0003,B007,CH004,22,56700,3.06
V010,L003,D0003,B007,CH004,12,49500,2.2
V010,L004,D0003,B007,CH004,29,62700,4.03
V010,L005,D0003,B007,CH004,27,63800,3.96
V010,L006,D0003,B007,CH004,19,61800,3.09
V010,L007,D0003,B007,CH004,21,65800,2.87
V010,L008,D0003,B007,CH004,39,59800,5.42
V010,L009,D0003,B007,CH004,26,59100,3.57
V010,L010,D0003,B007,CH004,26,56600,3.68
V011,L001,D0003,B005,CH003,19,40400,3.68
V011,L002,D0003,B005,CH003,16,55000,2.23
V011,L003,D0003,B005,CH003,19,43000,3.48
V011,L004,D0003,B005,CH003,24,59200,3.34
V011,L005,D0003,B005,CH003,23,54600,3.38
V011,L006,D0003,B005,CH003,21,55800,3.41
V011,L007,D0003,B005,CH003,19,61600,2.6
V011,L008,D0003,B005,CH003,24,54300,3.33
V011,L009,D0003,B005,CH003,20,55600,2.74
V011,L010,D0003,B005,CH003,25,56500,3.54
V012,L001,D0003,B006,CH003,28,31800,5.42
V012,L002,D0003,B006,CH003,31,44800,4.32
V012,L003,D0003,B006,CH003,27,38200,4.95
V012,L004,D0003,B006,CH003,25,43700,3.48
V012,L005,D0003,B006,CH003,30,48300,4.41
V012,L006,D0003,B006,CH003,33,46700,5.37
V012,L007,D0003,B006,CH003,40,49800,5.47
V012,L008,D0003,B006,CH003,45,49400,6.25
V012,L009,D0003,B006,CH003,31,47600,4.25
V012,L010,D0003,B006,CH003,34,44100,4.81
V013,L001,D0003,B001,CH002,22,23800,4.26
V013,L002,D0003,B001,CH002,26,31800,3.62
V013,L003,D0003,B001,CH002,35,25400,6.41
V013,L004,D0003,B001,CH002,38,32200,5.29
V013,L005,D0003,B001,CH002,25,32700,3.67
V013,L006,D0003,B001,CH002,27,30700,4.39
V013,L007,D0003,B001,CH002,25,34100,3.42
V013,L008,D0003,B001,CH002,34,32900,4.72
V013,L009,D0003,B001,CH002,45,31100,6.17
V013,L010,D0003,B001,CH002,24,33000,3.39
V014,L001,D0003,B004,CH003,20,27400,3.87
V014,L002,D0003,B004,CH003,34,41600,4.74
V014,L003,D0003,B004,CH003,27,34000,4.95
V014,L004,D0003,B004,CH003,18,43500,2.5
